prestamo_id,fecha_pago,monto_pagado
P002265,2022-12-19,108584
P022305,2022-06-14,17590
P004225,2022-04-20,38255
P016975,2022-03-07,118166
P049748,2022-06-12,91994
P036628,2023-01-07,8873
P011480,2022-04-13,110840
P030440,2022-09-04,63284
P036720,2023-03-06,115118
P026603,2022-10-12,104529
P030799,2022-02-14,106875
P031665,2023-02-14,34235
P013240,2022-10-18,22345
P009326,2022-11-20,43301
P037679,2022-09-09,63868
P031920,2022-03-29,33154
P038797,2022-02-22,22612
P029901,2022-03-11,42207
P037314,2022-10-19,88012
P040974,2022-11-27,26180
P033211,2022-03-15,79029
P031884,2022-08-13,90843
P032934,2022-07-15,5262
P030651,2022-05-31,24313
P048910,2022-06-17,80106
P021743,2023-01-19,71786
P003529,2023-01-16,62737
P018829,2022-11-23,6149
P043243,2022-12-14,8208
P013058,2022-11-09,76532
P019046,2022-03-09,17568
P049229,2022-10-15,53590
P029169,2022-07-19,99680
P001199,2022-10-14,19333
P008834,2023-01-29,20636
P046064,2022-07-10,13997
P035660,2022-07-22,103571
P037920,2022-11-20,106070
P013887,2022-05-12,54165
P029574,2022-09-10,101470
P027334,2022-02-09,40906
P018680,2022-07-05,82676
P046857,2023-02-27,47646
P006426,2022-11-30,46843
P046606,2022-05-07,66670
P031414,2022-08-30,21171
P044626,2022-06-30,37538
P030509,2022-03-09,38832
P004293,2022-12-20,23464
P033788,2023-02-14,20575
P043250,2023-01-14,50695
P004258,2022-11-26,76951
P012782,2022-02-12,95683
P003168,2022-02-04,77458
P010572,2023-03-06,68542
P035630,2023-02-01,21722
P032820,2023-01-08,80778
P024563,2022-02-12,87576
P011122,2022-10-05,78608
P035736,2022-04-18,35465
P017634,2022-12-02,88796
P014570,2023-01-06,66413
P027696,2023-02-09,63109
P046966,2022-02-13,104465
P036641,2022-11-10,102962
P044360,2022-03-17,90143
P021045,2022-03-01,105766
P026544,2023-02-04,76728
P005868,2023-01-29,113850
P041934,2023-01-05,85166
P009157,2022-08-16,70653
P025547,2022-04-25,119749
P044401,2022-09-08,37469
P030427,2022-04-02,74047
P020346,2022-07-08,14619
P048137,2022-04-12,21446
P047012,2022-11-19,93530
P005473,2022-10-03,75879
P027094,2022-06-22,7233
P037989,2022-05-05,15929
P025571,2022-08-18,110736
P004263,2022-05-21,66002
P039239,2022-12-17,55196
P001292,2022-07-19,49984
P001119,2022-12-08,42138
P026347,2022-09-17,67997
P014900,2022-04-23,5617
P014670,2022-06-09,41123
P045525,2022-08-20,105066
P015313,2022-08-09,34866
P019664,2022-05-11,72782
P004596,2022-09-07,77803
P018052,2022-07-20,47178
P010953,2022-03-27,19461
P034042,2022-04-28,65920
P039832,2022-07-08,97775
P035303,2022-08-10,29013
P048458,2022-06-09,45948
P028502,2022-02-14,84976
P025795,2022-05-13,33879
P047164,2022-06-07,83482
P028747,2022-10-21,79905
P048597,2022-02-04,66137
P010273,2022-05-15,48742
P015741,2022-08-02,105275
P008508,2022-02-08,12073
P043663,2023-02-21,38511
P035257,2022-03-11,33898
P031516,2022-08-24,103300
P042745,2022-03-27,113029
P028800,2022-04-29,34428
P039972,2022-08-05,107339
P026576,2022-07-27,49295
P026481,2022-08-14,59029
P004952,2022-12-09,16811
P018541,2022-06-23,98567
P038766,2022-06-15,65808
P046060,2022-08-09,68959
P045032,2022-07-07,49730
P023143,2023-02-23,44318
P026795,2022-11-09,19858
P010621,2022-08-07,117761
P042122,2022-06-19,60759
P049606,2022-10-08,101130
P016496,2022-07-15,14473
P032556,2023-01-12,14905
P029081,2022-10-01,13718
P027265,2022-05-23,57367
P041156,2022-11-07,49386
P049262,2022-05-18,41728
P039856,2022-02-05,18983
P014708,2022-07-31,48565
P022824,2022-08-14,113270
P043156,2023-01-03,54902
P036178,2022-06-25,50545
P047489,2023-03-07,103149
P016045,2022-10-11,49749
P021324,2022-03-18,112027
P004731,2023-02-22,97547
P039304,2022-03-02,74036
P014642,2022-08-17,79063
P016114,2022-05-11,5695
P033313,2022-06-20,83351
P020490,2022-11-24,48926
P004998,2022-03-01,108597
P024945,2022-07-15,53977
P041287,2022-08-02,107400
P049554,2023-01-03,73047
P016918,2022-05-22,73784
P046223,2022-07-14,77060
P019000,2022-07-29,65866
P035903,2022-02-09,100454
P036070,2023-01-26,50371
P040355,2022-02-23,32263
P005085,2022-10-28,12197
P009954,2022-12-20,51353
P016611,2023-01-11,65501
P029246,2022-07-09,71917
P014247,2022-04-30,31694
P024492,2022-08-27,111140
P016078,2023-01-17,43238
P027262,2022-02-27,101177
P021108,2022-10-11,110403
P030440,2022-03-13,69229
P016460,2022-06-07,115182
P014535,2022-09-10,66460
P000913,2022-09-21,92046
P047273,2022-07-05,70454
P014120,2022-12-23,56325
P023850,2022-11-23,24040
P032806,2022-10-09,119745
P014640,2022-04-01,10314
P002784,2023-02-05,64943
P027670,2022-02-07,93693
P005740,2022-05-31,117874
P011473,2022-06-21,97774
P003905,2023-02-22,67611
P007263,2023-03-06,100018
P030690,2023-02-28,25051
P018318,2022-03-28,58521
P031795,2022-07-11,84456
P022466,2022-02-14,71628
P012447,2022-12-13,119735
P004928,2023-02-10,18594
P016034,2023-01-22,80514
P030368,2022-11-05,14749
P003475,2022-02-10,76934
P019815,2022-08-11,87539
P016336,2022-12-12,32817
P008306,2022-06-21,32328
P046280,2022-12-04,15607
P007379,2023-03-03,109410
P020857,2022-12-14,66837
P016298,2022-06-21,38413
P036416,2022-04-14,77469
P016025,2022-08-12,100990
P007313,2022-08-15,34691
P046995,2022-06-23,96475
P006675,2022-07-31,88424
P031713,2023-01-29,67719
P038893,2022-02-05,26296
P042964,2022-02-15,24229
P002064,2022-07-23,55693
P031687,2022-10-26,114749
P028887,2022-10-18,42985
P032910,2023-02-25,78892
P005436,2022-08-09,76706
P007995,2022-12-12,59142
P004753,2022-06-04,110902
P007712,2023-01-01,39045
P044324,2022-02-15,72401
P001379,2023-01-20,23404
P000424,2023-01-23,88228
P008862,2022-11-26,114057
P038571,2022-12-02,6265
P043359,2023-01-10,27573
P013489,2022-08-23,30420
P034572,2022-02-18,92634
P038176,2022-05-04,80528
P047636,2022-10-27,97556
P032818,2022-09-01,95465
P038960,2023-01-10,104565
P039132,2022-05-08,94127
P019869,2022-05-03,12397
P026234,2022-10-15,34598
P041657,2022-03-05,67533
P033180,2022-03-20,109768
P046469,2022-09-06,29687
P049296,2022-08-17,92313
P022312,2022-11-03,88470
P019698,2022-10-14,67671
P007640,2022-11-26,69361
P049205,2022-12-16,92125
P046243,2022-09-10,11186
P016084,2022-05-17,56678
P004237,2023-01-28,38571
P005710,2022-09-30,20510
P032212,2023-03-01,65401
P042662,2022-09-04,29226
P002386,2022-03-29,86534
P000899,2023-03-06,94419
P007654,2022-09-15,115353
P001995,2022-07-30,11219
P020945,2023-03-01,36784
P044467,2022-05-21,88917
P020574,2022-09-26,87853
P019018,2022-04-11,56203
P045789,2023-01-24,31891
P041015,2022-03-24,91876
P023286,2022-10-06,102900
P005492,2022-09-21,75933
P006948,2022-08-28,92917
P007421,2022-04-21,11887
P048240,2022-12-29,76801
P001280,2022-04-30,103178
P020222,2022-04-17,89308
P028491,2022-02-27,55975
P013398,2022-02-08,23266
P049743,2022-08-21,56086
P018140,2022-07-12,47372
P041326,2022-05-11,63811
P018842,2022-07-09,112342
P023997,2022-04-09,73845
P004816,2023-01-15,34049
P003511,2022-04-07,47001
P042004,2022-02-16,84459
P021522,2022-12-25,82748
P044375,2022-10-09,61936
P035321,2022-02-04,108851
P007637,2022-12-07,118828
P010757,2022-04-13,107240
P031081,2022-09-11,56921
P041717,2022-07-22,78203
P015645,2023-01-02,70582
P031721,2022-04-08,91765
P032161,2022-09-19,42065
P003636,2022-06-20,119811
P028217,2022-05-15,33768
P007774,2022-08-14,75351
P015999,2022-11-13,54866
P046842,2022-05-18,44870
P038484,2022-06-03,21867
P022469,2022-07-25,89517
P013341,2022-11-21,75609
P016548,2022-08-13,58425
P031658,2022-04-21,31026
P037584,2022-10-09,60034
P006935,2022-06-26,8781
P046184,2023-02-16,29239
P017270,2022-12-12,26759
P026590,2022-09-11,65893
P018015,2022-06-08,114834
P031305,2022-05-08,93946
P002395,2022-05-14,60604
P026730,2023-01-09,59576
P016941,2022-03-10,82855
P003923,2022-10-21,68117
P017902,2022-11-21,72797
P025081,2022-12-25,99257
P026710,2023-01-08,16435
P047853,2023-02-05,118727
P041389,2022-05-06,68012
P016672,2022-12-31,74329
P026093,2022-03-12,23726
P039472,2022-08-04,74649
P025544,2022-10-24,57536
P031270,2022-02-09,104314
P034842,2022-09-03,76950
P005364,2022-12-06,20306
P021295,2022-06-06,74631
P019514,2022-05-20,6675
P023585,2023-02-04,89830
P047860,2022-09-24,10428
P006139,2022-02-24,78056
P012390,2022-09-27,43127
P000056,2022-06-06,32928
P028389,2022-05-06,5178
P007120,2022-08-02,104791
P049206,2023-01-15,90836
P033905,2022-09-05,10462
P019467,2022-07-25,69370
P048764,2022-12-18,110820
P008481,2022-08-14,14148
P005853,2022-05-08,118927
P023049,2022-03-28,47723
P028672,2022-08-24,13659
P026647,2022-10-30,39432
P022419,2022-08-10,32919
P004006,2022-11-07,33068
P002981,2023-02-10,76409
P033788,2022-09-29,13765
P027508,2022-12-30,26976
P008451,2022-07-06,62895
P040420,2023-01-18,85937
P004545,2022-06-02,109432
P043362,2022-05-04,71933
P047253,2023-01-04,43314
P044816,2022-08-21,15563
P023402,2022-06-20,58553
P036883,2022-10-18,19949
P048336,2022-12-02,41984
P049837,2023-02-23,18486
P003876,2022-08-11,23930
P003549,2022-10-17,46988
P020206,2022-04-04,29046
P046041,2023-01-27,99143
P017524,2022-09-03,46028
P043663,2022-02-28,93763
P012797,2022-03-29,54037
P043382,2022-11-06,18576
P043297,2022-02-22,55282
P000041,2022-03-11,59847
P017931,2023-03-07,42470
P032191,2023-02-06,55432
P019613,2022-06-07,93308
P024347,2022-09-09,68075
P013032,2023-02-07,26469
P020593,2022-10-17,88801
P039939,2023-03-05,74374
P011945,2022-10-01,62823
P021662,2022-02-25,30932
P007028,2022-08-24,108062
P027777,2022-11-08,24591
P001718,2022-09-20,6346
P028720,2022-02-08,66783
P028940,2022-09-13,41135
P034008,2022-03-01,80535
P010110,2022-08-19,109837
P007883,2022-08-09,116245
P026702,2023-03-04,110288
P027365,2022-11-15,86588
P029622,2022-05-11,48924
P014591,2022-09-06,14995
P009881,2023-02-28,54647
P047838,2022-08-17,12744
P024826,2022-07-25,107406
P025595,2022-03-17,42371
P014562,2022-04-06,104905
P036991,2022-04-02,112997
P015457,2022-09-23,5958
P019319,2022-05-17,63548
P017618,2022-11-06,108887
P019419,2023-02-16,69328
P049046,2022-04-18,37029
P031774,2022-08-03,110576
P022064,2022-11-12,119894
P027080,2022-11-06,41870
P049222,2022-02-07,78605
P020534,2022-10-19,116086
P015984,2023-02-09,96055
P028211,2022-06-16,41783
P048639,2022-04-30,55984
P034824,2022-12-17,115046
P010604,2023-01-10,7698
P048897,2022-09-10,26532
P016847,2022-02-25,65983
P023858,2022-11-22,109276
P014049,2022-07-04,37284
P013654,2022-02-08,57543
P048283,2022-03-24,86476
P017576,2022-09-26,40559
P048189,2022-12-08,70088
P009961,2022-08-11,90279
P040449,2023-02-03,92818
P001366,2022-02-23,15750
P038194,2022-06-02,69620
P016392,2022-03-16,62309
P024539,2022-02-08,80530
P042707,2022-06-14,33457
P034281,2022-03-21,115537
P043443,2022-03-21,62117
P024467,2022-03-03,19583
P000726,2022-07-20,26417
P010510,2022-09-07,62689
P045664,2022-05-14,110710
P026016,2023-01-22,8172
P012814,2022-03-28,47531
P043397,2022-10-11,24274
P045499,2022-11-25,79350
P002517,2022-05-23,40378
P041690,2022-05-30,38686
P039938,2022-09-21,24336
P023964,2022-06-26,32799
P022148,2022-10-16,74396
P027636,2022-02-15,80120
P021678,2022-03-04,107011
P043322,2022-06-24,67185
P012864,2022-02-02,102039
P030683,2022-12-07,89127
P032054,2022-02-12,9027
P036261,2023-01-13,27054
P014399,2022-10-20,85022
P031867,2022-06-29,16127
P012995,2022-06-20,28154
P019934,2022-08-26,46482
P015148,2022-02-18,80627
P031662,2022-09-11,7989
P006327,2022-09-12,77434
P012072,2022-12-04,11618
P042173,2022-05-31,43748
P007770,2022-08-03,105195
P034133,2022-06-13,70520
P025892,2022-08-13,38946
P038643,2022-07-16,81501
P023592,2022-02-03,67146
P017529,2023-01-27,11391
P031845,2022-02-17,111613
P038809,2022-11-14,117380
P001924,2023-02-10,11539
P018227,2022-05-01,87478
P006212,2022-10-19,38977
P019127,2022-12-13,60701
P049904,2022-11-28,99293
P019063,2022-10-28,48592
P018325,2022-05-25,53539
P047573,2022-03-08,36064
P014927,2022-05-05,40819
P002689,2023-01-31,94887
P008486,2022-11-28,73566
P039496,2023-02-04,55693
P034580,2022-12-27,119530
P047605,2022-12-19,89122
P048498,2023-02-26,101975
P032884,2022-07-26,83505
P034955,2023-01-24,43654
P047071,2023-03-03,48321
P033930,2022-11-13,5561
P045132,2022-12-26,23949
P016149,2022-10-02,32669
P035971,2022-10-17,16467
P038649,2022-09-04,57266
P038743,2022-12-03,90589
P038015,2022-07-11,66942
P013224,2022-05-12,25818
P043751,2022-06-28,70880
P007023,2023-03-02,85288
P009430,2022-02-22,64727
P030190,2022-04-11,11440
P033334,2022-09-22,91419
P023400,2022-11-15,27625
P015067,2022-11-29,84018
P014928,2023-02-16,72316
P046502,2022-04-06,56659
P012708,2022-03-15,8008
P022024,2023-01-23,91734
P029120,2023-02-03,64117
P001651,2022-05-03,94932
P026123,2022-06-03,104782
P013169,2023-01-10,84452
P023024,2022-07-12,66613
P025683,2023-01-10,25288
P010322,2022-12-12,14626
P008001,2023-01-23,102491
P021197,2022-03-25,61067
P046337,2023-01-04,99464
P049386,2022-04-02,108375
P027800,2022-06-05,103264
P023440,2022-06-15,55558
P003976,2023-01-06,94752
P002724,2022-06-14,9293
P008755,2022-11-22,55912
P010567,2022-06-13,76840
P045533,2023-01-14,67461
P032306,2022-04-24,28866
P024449,2022-10-02,105589
P007058,2022-05-28,27000
P040202,2022-12-10,96102
P031472,2023-02-06,50980
P025564,2023-01-20,106782
P016951,2022-04-08,61487
P017439,2022-04-28,87896
P038693,2022-05-23,96486
P038557,2022-05-19,59451
P001292,2023-02-05,110822
P027716,2022-09-14,52779
P018890,2022-08-08,81872
P005484,2023-02-12,13260
P006582,2022-08-05,37645
P049600,2023-02-17,9650
P047347,2022-10-03,109232
P044024,2022-09-25,69088
P035699,2022-04-12,29321
P000439,2022-04-24,86237
P029233,2023-01-16,42086
P004403,2022-11-06,114665
P011026,2022-03-04,65360
P044367,2022-07-01,83447
P023702,2022-06-13,102350
P047876,2022-12-17,60613
P046483,2023-03-07,108164
P021896,2022-07-06,14152
P038287,2022-02-15,62190
P031398,2022-10-23,46455
P010071,2022-11-02,19560
P035058,2022-12-10,46335
P040577,2022-02-05,71962
P006734,2022-03-26,24902
P025360,2022-05-16,43277
P026170,2022-09-15,52797
P031149,2023-02-10,6716
P038808,2022-10-26,72346
P010315,2022-12-14,117413
P047870,2023-02-03,117782
P047696,2022-08-25,110248
P000797,2022-03-10,63306
P005272,2022-04-07,102734
P035491,2022-03-21,65694
P001624,2022-06-24,8746
P016999,2022-07-29,98130
P019650,2022-09-02,83190
P018073,2022-07-26,48225
P045080,2023-02-26,110338
P046365,2022-05-10,86025
P040976,2023-01-01,60210
P044875,2023-02-18,50964
P011318,2022-09-13,41008
P025029,2022-12-19,16168
P019687,2022-11-11,107950
P029973,2023-03-02,113034
P047057,2023-02-22,80046
P004390,2022-02-22,110986
P008695,2023-01-05,6733
P039624,2022-06-09,102843
P021360,2022-06-26,73816
P007489,2022-04-26,39271
P032300,2022-04-07,52350
P039989,2022-03-13,74297
P009495,2022-07-24,90960
P021936,2023-01-16,93765
P017789,2022-07-09,115470
P026846,2022-04-05,70649
P002381,2022-10-23,57415
P007879,2022-07-14,18388
P033471,2022-12-17,113405
P048675,2022-09-02,63609
P011920,2022-02-16,97548
P010533,2022-10-17,33566
P028891,2023-03-07,95272
P021110,2022-03-26,58812
P023900,2022-11-23,50896
P026871,2022-02-05,18258
P013256,2022-02-17,23676
P028530,2022-04-09,79381
P028094,2022-12-08,97688
P027706,2022-09-13,86139
P040366,2022-07-22,43168
P027584,2022-09-27,30511
P046771,2022-08-26,76977
P043778,2022-08-16,81805
P014101,2022-07-14,107600
P023817,2023-02-07,112963
P029545,2022-08-21,97689
P016560,2023-02-22,112908
P020739,2022-10-12,67969
P044053,2022-11-27,42316
P022366,2022-05-28,29942
P002866,2022-08-30,81734
P038389,2022-03-03,84772
P026417,2022-04-02,117247
P011604,2022-03-02,66020
P048976,2022-10-04,11600
P047736,2022-12-28,96539
P024769,2022-12-05,44621
P040329,2022-09-01,36101
P007419,2023-01-21,65433
P033884,2022-05-12,36985
P024086,2022-08-09,45374
P007414,2022-11-24,112934
P022376,2022-06-04,46637
P030701,2023-02-22,112258
P034315,2023-01-30,51178
P032566,2022-11-12,92969
P004935,2022-12-09,27042
P016046,2023-02-02,25777
P033976,2022-05-14,94684
P021501,2023-01-03,61674
P023822,2022-02-14,56001
P042489,2022-08-08,103388
P039495,2022-07-15,117658
P009704,2022-04-30,27813
P032967,2022-05-15,90073
P043853,2022-07-10,99139
P013703,2022-06-12,91472
P041287,2022-07-14,46467
P048303,2022-10-09,56859
P033854,2022-05-20,78614
P032043,2022-12-11,39727
P017581,2022-04-04,39009
P049213,2022-05-17,11354
P002206,2022-06-09,112924
P002564,2022-07-25,82125
P049009,2022-05-09,59138
P029432,2022-05-02,57654
P019064,2022-11-21,118222
P003353,2023-02-01,83131
P038386,2022-07-17,21047
P022536,2022-12-30,116122
P040373,2022-12-26,15148
P032537,2022-11-28,16098
P038888,2022-07-14,42704
P049657,2022-02-21,18075
P017594,2022-12-23,26704
P035204,2022-07-28,43753
P027911,2023-02-09,12120
P025239,2022-07-30,71389
P019766,2023-01-25,53255
P009785,2022-02-02,103693
P018085,2022-06-27,71894
P016587,2022-07-27,87143
P014049,2022-10-29,8456
P043451,2023-02-26,114845
P025213,2022-04-21,104643
P007504,2022-12-01,115618
P007790,2023-02-16,7331
P044640,2022-05-20,36553
P001023,2022-02-18,111561
P008713,2023-01-01,84680
P007679,2023-01-12,71053
P036775,2022-08-12,103326
P037391,2022-05-28,52957
P002351,2022-11-10,56831
P011791,2022-03-29,44844
P021213,2023-02-25,39142
P027691,2023-02-06,60397
P046618,2022-11-02,35853
P047263,2023-03-03,21137
P047101,2022-05-27,5193
P033305,2023-02-03,21746
P006565,2022-05-16,106686
P000958,2022-05-30,18378
P015980,2023-01-17,14631
P038700,2023-02-13,18202
P036588,2022-08-17,68037
P030006,2022-03-21,77824
P026774,2022-03-24,97507
P041718,2022-03-10,106524
P039899,2022-05-12,16465
P002835,2022-05-28,11771
P048838,2022-06-27,7664
P026784,2023-01-24,73267
P041717,2022-07-27,23409
P046136,2022-07-29,76287
P039761,2022-10-02,12932
P005433,2022-06-25,28752
P013773,2022-06-08,26609
P043602,2023-01-07,43438
P028629,2022-10-03,32196
P028412,2022-12-20,36443
P016016,2023-03-03,73969
P011057,2022-12-29,38323
P034085,2022-10-31,13158
P045649,2022-09-17,31306
P049072,2022-05-21,106819
P038080,2022-11-13,78995
P014380,2022-02-27,114087
P008394,2022-07-09,118895
P009551,2022-03-04,8499
P049488,2023-01-31,65932
P004598,2022-05-09,60138
P009796,2022-06-13,101724
P027863,2022-07-02,7597
P049970,2022-09-10,53509
P024223,2022-05-04,110123
P029509,2022-05-14,99898
P024748,2022-02-03,32519
P010342,2022-05-07,29503
P022182,2022-11-23,105061
P020646,2022-12-25,57248
P030753,2023-02-27,54804
P021748,2022-03-04,13447
P017927,2022-02-06,109555
P037689,2022-06-28,45280
P007679,2022-03-14,99760
P048883,2022-06-24,13539
P006520,2022-08-25,88981
P032344,2022-09-29,78320
P046900,2022-02-01,7844
P001262,2022-02-17,82723
P022459,2022-09-02,56688
P005456,2022-06-29,91354
P015408,2023-01-13,59665
P025801,2022-11-15,71010
P010125,2023-02-07,72114
P023861,2022-12-14,54828
P047435,2022-02-20,86220
P030497,2022-11-29,90357
P044579,2022-09-22,91066
P049664,2022-11-20,91284
P034707,2022-06-21,112435
P043470,2022-04-07,33578
P003097,2022-04-10,17391
P018008,2022-03-12,6227
P002322,2022-03-20,83905
P048398,2023-01-17,109897
P035468,2022-09-26,52075
P003580,2022-12-29,29750
P014153,2022-07-04,92701
P024372,2022-12-29,34237
P022788,2023-02-18,60254
P002444,2022-02-03,99000
P002209,2022-08-23,76932
P043683,2022-08-29,101002
P012918,2022-11-18,109359
P033794,2022-06-25,13547
P040953,2022-10-06,43426
P038398,2022-02-18,48976
P006744,2022-06-11,25979
P013002,2022-06-03,66728
P003117,2022-05-15,75378
P035298,2022-02-08,62472
P012934,2022-11-19,16982
P042466,2022-08-08,81396
P009823,2022-03-30,5940
P017734,2023-01-30,115631
P026223,2022-07-07,106428
P033050,2022-03-21,17389
P005026,2022-07-26,9592
P023961,2022-08-05,115010
P009089,2022-10-21,39574
P035907,2022-11-13,52516
P015096,2023-03-03,77180
P007563,2022-05-09,29365
P015768,2022-04-30,27457
P024223,2022-05-17,27415
P004301,2023-01-24,77541
P037101,2022-03-13,92516
P004498,2023-01-01,29395
P023939,2022-11-05,9697
P005103,2022-04-12,114536
P037169,2022-02-03,40679
P024325,2023-03-06,79984
P026468,2023-02-23,27407
P000171,2023-01-28,50027
P029102,2022-08-24,73803
P025951,2022-11-05,94125
P041888,2022-08-29,39408
P027457,2022-12-31,36620
P008427,2022-10-27,112554
P046741,2022-08-05,88412
P035722,2022-08-14,8196
P006411,2022-11-22,16482
P024858,2022-12-20,17454
P035614,2023-01-15,99491
P007688,2023-01-27,87501
P033843,2023-01-21,6152
P006600,2022-03-30,32308
P040918,2022-06-29,104668
P010037,2022-02-19,11009
P040921,2022-05-07,42729
P038389,2022-12-18,92941
P040584,2022-04-11,32403
P008463,2023-01-29,32953
P000066,2022-08-20,33843
